"id","representation","action","context","agent_role","target_role","source","n_responses","majority_norm","pct_majority"
"scj_561_axkh5t","WIBTA If I just go for world travel (undefined timeline) and stop taking care of all the admin/financial aspects of my mom","just going for world travel (undefined timeline) and stopping taking care of all the admin/financial aspects of my mom","","author","mom","scruples_justice","7","Just","1.0"
"scj_562_a5kq5p","Ending friendships over money","ending friendships over money","","author","other person","scruples_justice","7","Just","0.714"
"scj_563_ae45uz","Not letting my husband use our cooking utensils for fish care","not letting my husband use our cooking utensils for fish care","","author","husband","scruples_justice","6","Just","1.0"
"scj_564_aozw31","Getting mad my SO because he won’t stop watching me do chores","getting mad my so because he won't stop watching me do chores","","author","other person","scruples_justice","29","Just","1.0"
"scj_565_aie4ip","Not wanting to pay for a birthday present","not wanting to pay for a birthday present","","author","other person","scruples_justice","12","Just","1.0"
"scj_566_b6cbuo","Not tipping pickup food orders","not tipping pickup food orders","","author","other person","scruples_justice","7","Just","1.0"
"scj_567_a5lz3w","Not wanting to help pay for a hotel room","not wanting to help pay for a hotel room","","author","other person","scruples_justice","7","Just","1.0"
"scj_568_az9bys","Expecting my partner to take care of me for more than 3 days","expecting my partner to take care of me for more than 3 days","","author","partner","scruples_justice","12","Just","1.0"
"scj_569_arfkja","Not wanting to share Photoshop that I paid for","not wanting to share Photoshop that I paid for","","author","other person","scruples_justice","9","Just","0.889"
"scj_570_apm75b","Choosing to pay vet bills over our wedding","choosing to pay vet bills over our wedding","","author","other person","scruples_justice","56","Just","0.893"
"scj_571_aovt05","Not wanting that my husband gives money to his mom/my MIL","not wanting that my husband gives money to his mom/my mil","","author","husband","scruples_justice","12","Just","1.0"
"scj_572_ar0c2b","Expecting my friend to pay rent after hurricane","expecting my friend to pay rent after hurricane","","author","friend","scruples_justice","12","Just","0.917"
"scj_573_a5npr8","Not wanting to pay my brothers extra money out of an inheritance for a property","not wanting to pay my brothers extra money out of an inheritance for a property","","author","other person","scruples_justice","5","Unjust","0.6"
"scj_574_and4dz","Not looking after my severely depressed friend","not looking after my severely depressed friend","","author","other person","scruples_justice","17","Just","0.941"
"scj_575_atmkq8","Refusing to pay for a gift I lost","refusing to pay for a gift I lost","","author","other person","scruples_justice","11","Just","0.818"
"scj_576_aimwra","Not following up with my plumber to pay him","not following up with my plumber to pay him","","author","other person","scruples_justice","8","Just","0.875"
"scj_577_9zupx3","“changing my logic” with my wife about paying for dog-related damage","""changing my logic"" with my wife about paying for dog-related damage","","author","wife","scruples_justice","9","Just","0.556"
"scj_578_b6oaiu","Not giving my friend money for his dying cat","not giving my friend money for his dying cat","","author","friend","scruples_justice","18","Just","1.0"
"scj_579_aa00xa","Leaving a restaurant without paying for my meal","leaving a restaurant without paying for my meal","","author","other person","scruples_justice","16","Just","0.75"
"scj_580_aloh1r","Refusing to borrow my brother money to help a friend","refusing to borrow my brother money to help a friend","","author","brother","scruples_justice","5","Just","1.0"
"scj_581_b9u3tv","Not doing the housework while WFH","not doing the housework while WFH","","author","other person","scruples_justice","14","Just","1.0"
"scj_129_azn8ev","Not tipping","not tipping","","author","other person","scruples_justice","27","Unjust","0.852"
"scj_583_9zza0a","Making a coworker return a “small” amount of money she took without asking","making a coworker return a ""small"" amount of money she took without asking","","author","other person","scruples_justice","14","Unjust","0.857"
"scj_584_au8x3n","WIBTA for asking for my money back when my friend is in hospital","asking for my money back when my friend is in hospital","","author","friend","scruples_justice","7","Just","0.857"
"scj_585_a1nuf7","Turning off the laundry machines in my apartment building when tenants are using it past usable hours","turning off the laundry machines in my apartment building when tenants are using it past usable hours","","author","other person","scruples_justice","20","Just","0.65"
"scj_586_a84ad0","Not always cleaning every day","not always cleaning every day","","author","other person","scruples_justice","8","Just","0.875"
"scj_587_akz0ci","Not doing my share of the cleaning","not doing my share of the cleaning","","author","other person","scruples_justice","9","Just","0.778"
"scj_588_asvp9l","Cleaning my shoes with my sister’s toothbrush","cleaning my shoes with my sister's toothbrush","","author","sister","scruples_justice","14","Unjust","1.0"
"scj_590_aqg745","Refusing to pay for a laptop I was accused of 'breaking'","refusing to pay for a laptop I was accused of 'breaking'","","author","other person","scruples_justice","9","Just","1.0"
"scj_591_afl6aa","Charging my SO for a cleaning service","charging my so for a cleaning service","","author","other person","scruples_justice","5","Unjust","0.6"
"scj_592_akj7s0","Thinking we shouldn’t have to pay for half of a daycare that we can’t use","thinking we shouldn't have to pay for half of a daycare that we can't use","","author","other person","scruples_justice","8","Just","1.0"
"scj_593_akca1z","Asking SO reasoning behind giving money to homeless people","asking so reasoning behind giving money to homeless people","","author","other person","scruples_justice","6","Just","1.0"
"scj_594_amp3wc","Wanting my commission piece finished","wanting my commission piece finished","","author","other person","scruples_justice","11","Just","1.0"
"scj_595_9uupsy","Wanting to sleep at night while my wife takes care of our newborn","wanting to sleep at night while my wife takes care of our newborn","","author","wife","scruples_justice","48","Unjust","0.625"
"scj_596_apyw61","Asking my(20m) girlfriend's(20f) parents to help me pay some damages that I caused to her car","asking my girlfriend's parents to help me pay some damages that I caused to her car","","author","girlfriend","scruples_justice","16","Unjust","0.625"
"scj_597_ay5wmc","WIBTA if I didn't want to help pay for my sister's baby shower","not wanting to help pay for my sister's baby shower","","author","sister","scruples_justice","16","Just","1.0"
"scj_598_b2r7fy","The asshole for refusing to do a list a chores my gf left for me","refusing to do a list a chores my gf left for me","","author","other person","scruples_justice","43","Unjust","0.628"
"scj_599_b8cait","Choosing my dog over a decent place to rent","choosing my dog over a decent place to rent","","author","other person","scruples_justice","24","Just","0.875"
"scj_600_b7w60q","Reporting a guy who dropped an I.O.U into the collection bin for money that pays for frozen food out of the freezer at work","reporting a guy who dropped an I.O.U into the collection bin for money that pays for frozen food out of the freezer at work","","author","other person","scruples_justice","5","Just","1.0"
"scj_601_alwd3b","Not paying for snow chains","not paying for snow chains","","author","other person","scruples_justice","6","Just","1.0"
"scj_602_a0krxq","Not wanting to pay for my friends gas","not wanting to pay for my friends gas","","author","other person","scruples_justice","10","Just","0.8"
